Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAC462DZH,173798,77,1,n/a
NDARAE866UVF,NaN,NaN,0,n/a
NDARAL828WXM,NaN,NaN,0,n/a
NDARAX287BLD,NaN,NaN,0,n/a
NDARAY475AKD,198902,76,1,n/a
NDARBW026UGE,198128,82,1,n/a
NDARCA618DGA,NaN,NaN,0,n/a
NDARCD296XU9,NaN,NaN,0,n/a
NDARCG785NND,NaN,NaN,0,n/a
NDARCH514JCT,NaN,NaN,0,n/a
NDARCH889NUF,121375,89,1,n/a
NDARCJ433TCG,125030,82,1,n/a
NDARCK162REX,133942,78,1,n/a
NDARCK481KRH,127698,77,1,n/a
NDARCR743RHQ,NaN,NaN,0,n/a
NDARCV378MMX,121862,77,1,n/a
NDARCW932EU6,NaN,NaN,0,n/a
NDARCX462NVA,147257,83,1,n/a
NDARCZ388PF5,NaN,NaN,0,n/a
NDARDC814WW2,NaN,NaN,0,n/a
NDARDG484ZJ1,NaN,NaN,0,n/a
NDARDG747ULB,125315,78,1,n/a
NDARDH305AV2,122974,79,1,n/a
NDARDJ970ELG,118017,87,1,n/a
NDARDN996CPF,131107,76,1,n/a
NDARDR439HY2,NaN,NaN,0,n/a
NDARDR591AUC,473229,79,1,n/a
NDARDU482DGK,NaN,NaN,0,n/a
NDARDU602LPX,NaN,NaN,0,n/a
NDARDU617ZW1,125395,76,1,n/a
NDARDV204BYM,NaN,NaN,0,n/a
NDARDZ266KET,NaN,NaN,0,n/a
NDARDZ440NGK,164026,87,1,n/a
NDAREM609ZXW,143963,78,1,n/a
NDAREN151YXN,NaN,NaN,0,n/a
NDAREP505XAD,213370,78,1,n/a
NDARER379GTP,358265,90,1,n/a
NDAREU438HAF,117586,85,1,n/a
NDAREV848HWX,NaN,NaN,0,n/a
NDAREW074ZM2,116998,89,1,n/a
NDARFA804ZLW,NaN,NaN,0,n/a
NDARFC203HCD,127798,79,1,n/a
NDARFE555KXB,119878,75,1,n/a
NDARFT176NJP,159789,117,1,n/a
NDARFT615JZ6,NaN,NaN,0,n/a
NDARFT787HJW,NaN,NaN,0,n/a
NDARFU407YL4,NaN,NaN,0,n/a
NDARGC170UK2,119991,78,1,n/a
NDARGC559LN8,123812,75,1,n/a
NDARGD414HBX,NaN,NaN,0,n/a
NDARGK442YHH,127009,77,1,n/a
NDARGM439FZD,138264,74,1,n/a
NDARGM616DJC,117822,82,1,n/a
NDARGP132PYA,153216,93,1,n/a
NDARGT634DUJ,119657,77,1,n/a
NDARGU271CPG,NaN,NaN,0,n/a
NDARGY959RN8,627442,81,1,n/a
NDARHC814ZZL,NaN,NaN,0,n/a
NDARHE283KZN,119663,104,1,n/a
NDARHG260BM9,128287,70,1,n/a
NDARHH654ZF9,NaN,NaN,0,n/a
NDARHH819LH3,NaN,NaN,0,n/a
NDARHL684WYU,199582,81,1,n/a
NDARHL822EJK,117013,122,1,n/a
NDARHM611GDR,118918,79,1,n/a
