onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
84.834	n/a	42417	seqLearning_start	91	n/a	n/a	8
94.162	n/a	47081	learningBlock_1	31	n/a	n/a	8
94.178	n/a	47089	dot_no1_ON	11	n/a	n/a	8
94.768	n/a	47384	dot_no1_OFF	21	n/a	n/a	8
96.088	n/a	48044	dot_no6_ON	16	n/a	n/a	8
96.678	n/a	48339	dot_no6_OFF	26	n/a	n/a	8
97.998	n/a	48999	dot_no4_ON	14	n/a	n/a	8
98.588	n/a	49294	dot_no4_OFF	24	n/a	n/a	8
99.908	n/a	49954	dot_no2_ON	12	n/a	n/a	8
100.496	n/a	50248	dot_no2_OFF	22	n/a	n/a	8
101.818	n/a	50909	dot_no7_ON	17	n/a	n/a	8
102.408	n/a	51204	dot_no7_OFF	27	n/a	n/a	8
103.728	n/a	51864	dot_no3_ON	13	n/a	n/a	8
104.318	n/a	52159	dot_no3_OFF	23	n/a	n/a	8
105.638	n/a	52819	dot_no8_ON	18	n/a	n/a	8
106.226	n/a	53113	dot_no8_OFF	28	n/a	n/a	8
107.548	n/a	53774	dot_no5_ON	15	n/a	n/a	8
108.136	n/a	54068	dot_no5_OFF	25	n/a	n/a	8
109.458	n/a	54729	dot_no2_ON	12	n/a	n/a	8
110.046	n/a	55023	dot_no2_OFF	22	n/a	n/a	8
111.368	n/a	55684	dot_no7_ON	17	n/a	n/a	8
111.956	n/a	55978	dot_no7_OFF	27	1-6-4-7-3-8-5-2-3-7	1-6-4-2-7-3-8-5-2-7	8
145.682	n/a	72841	learningBlock_2	32	n/a	n/a	8
145.698	n/a	72849	dot_no1_ON	11	n/a	n/a	8
146.288	n/a	73144	dot_no1_OFF	21	n/a	n/a	8
147.608	n/a	73804	dot_no6_ON	16	n/a	n/a	8
148.198	n/a	74099	dot_no6_OFF	26	n/a	n/a	8
149.518	n/a	74759	dot_no4_ON	14	n/a	n/a	8
150.108	n/a	75054	dot_no4_OFF	24	n/a	n/a	8
151.428	n/a	75714	dot_no2_ON	12	n/a	n/a	8
152.018	n/a	76009	dot_no2_OFF	22	n/a	n/a	8
153.338	n/a	76669	dot_no7_ON	17	n/a	n/a	8
153.928	n/a	76964	dot_no7_OFF	27	n/a	n/a	8
155.248	n/a	77624	dot_no3_ON	13	n/a	n/a	8
155.838	n/a	77919	dot_no3_OFF	23	n/a	n/a	8
157.158	n/a	78579	dot_no8_ON	18	n/a	n/a	8
157.748	n/a	78874	dot_no8_OFF	28	n/a	n/a	8
159.068	n/a	79534	dot_no5_ON	15	n/a	n/a	8
159.658	n/a	79829	dot_no5_OFF	25	n/a	n/a	8
160.978	n/a	80489	dot_no2_ON	12	n/a	n/a	8
161.568	n/a	80784	dot_no2_OFF	22	n/a	n/a	8
162.888	n/a	81444	dot_no7_ON	17	n/a	n/a	8
163.478	n/a	81739	dot_no7_OFF	27	1-6-4-2-7-3-8-5-3-7	1-6-4-2-7-3-8-5-2-7	8
183.252	n/a	91626	learningBlock_3	33	n/a	n/a	8
183.268	n/a	91634	dot_no1_ON	11	n/a	n/a	8
183.858	n/a	91929	dot_no1_OFF	21	n/a	n/a	8
185.178	n/a	92589	dot_no6_ON	16	n/a	n/a	8
185.768	n/a	92884	dot_no6_OFF	26	n/a	n/a	8
187.088	n/a	93544	dot_no4_ON	14	n/a	n/a	8
187.678	n/a	93839	dot_no4_OFF	24	n/a	n/a	8
188.998	n/a	94499	dot_no2_ON	12	n/a	n/a	8
189.588	n/a	94794	dot_no2_OFF	22	n/a	n/a	8
190.908	n/a	95454	dot_no7_ON	17	n/a	n/a	8
191.498	n/a	95749	dot_no7_OFF	27	n/a	n/a	8
192.818	n/a	96409	dot_no3_ON	13	n/a	n/a	8
193.408	n/a	96704	dot_no3_OFF	23	n/a	n/a	8
194.728	n/a	97364	dot_no8_ON	18	n/a	n/a	8
195.318	n/a	97659	dot_no8_OFF	28	n/a	n/a	8
196.638	n/a	98319	dot_no5_ON	15	n/a	n/a	8
197.228	n/a	98614	dot_no5_OFF	25	n/a	n/a	8
198.548	n/a	99274	dot_no2_ON	12	n/a	n/a	8
199.138	n/a	99569	dot_no2_OFF	22	n/a	n/a	8
200.458	n/a	100229	dot_no7_ON	17	n/a	n/a	8
201.048	n/a	100524	dot_no7_OFF	27	1-6-4-2-7-3-8-5-7-2	1-6-4-2-7-3-8-5-2-7	8
224.684	n/a	112342	learningBlock_4	34	n/a	n/a	8
224.698	n/a	112349	dot_no1_ON	11	n/a	n/a	8
225.288	n/a	112644	dot_no1_OFF	21	n/a	n/a	8
226.608	n/a	113304	dot_no6_ON	16	n/a	n/a	8
227.198	n/a	113599	dot_no6_OFF	26	n/a	n/a	8
228.518	n/a	114259	dot_no4_ON	14	n/a	n/a	8
229.108	n/a	114554	dot_no4_OFF	24	n/a	n/a	8
230.428	n/a	115214	dot_no2_ON	12	n/a	n/a	8
231.018	n/a	115509	dot_no2_OFF	22	n/a	n/a	8
232.338	n/a	116169	dot_no7_ON	17	n/a	n/a	8
232.928	n/a	116464	dot_no7_OFF	27	n/a	n/a	8
234.248	n/a	117124	dot_no3_ON	13	n/a	n/a	8
234.838	n/a	117419	dot_no3_OFF	23	n/a	n/a	8
236.158	n/a	118079	dot_no8_ON	18	n/a	n/a	8
236.748	n/a	118374	dot_no8_OFF	28	n/a	n/a	8
238.07	n/a	119035	dot_no5_ON	15	n/a	n/a	8
238.658	n/a	119329	dot_no5_OFF	25	n/a	n/a	8
239.978	n/a	119989	dot_no2_ON	12	n/a	n/a	8
240.568	n/a	120284	dot_no2_OFF	22	n/a	n/a	8
241.888	n/a	120944	dot_no7_ON	17	n/a	n/a	8
242.478	n/a	121239	dot_no7_OFF	27	1-6-4-2-5-8-7-3-2-6	1-6-4-2-7-3-8-5-2-7	8
262.632	n/a	131316	learningBlock_5	35	n/a	n/a	8
262.638	n/a	131319	dot_no1_ON	11	n/a	n/a	8
263.228	n/a	131614	dot_no1_OFF	21	n/a	n/a	8
264.548	n/a	132274	dot_no6_ON	16	n/a	n/a	8
265.138	n/a	132569	dot_no6_OFF	26	n/a	n/a	8
266.46	n/a	133230	dot_no4_ON	14	n/a	n/a	8
267.048	n/a	133524	dot_no4_OFF	24	n/a	n/a	8
268.368	n/a	134184	dot_no2_ON	12	n/a	n/a	8
268.958	n/a	134479	dot_no2_OFF	22	n/a	n/a	8
270.28	n/a	135140	dot_no7_ON	17	n/a	n/a	8
270.868	n/a	135434	dot_no7_OFF	27	n/a	n/a	8
272.188	n/a	136094	dot_no3_ON	13	n/a	n/a	8
272.778	n/a	136389	dot_no3_OFF	23	n/a	n/a	8
274.1	n/a	137050	dot_no8_ON	18	n/a	n/a	8
274.688	n/a	137344	dot_no8_OFF	28	n/a	n/a	8
276.008	n/a	138004	dot_no5_ON	15	n/a	n/a	8
276.598	n/a	138299	dot_no5_OFF	25	n/a	n/a	8
277.92	n/a	138960	dot_no2_ON	12	n/a	n/a	8
278.508	n/a	139254	dot_no2_OFF	22	n/a	n/a	8
279.828	n/a	139914	dot_no7_ON	17	n/a	n/a	8
280.418	n/a	140209	dot_no7_OFF	27	1-6-4-2-7-3-8-5-2-6	1-6-4-2-7-3-8-5-2-7	8
297.16	n/a	148580	seqLearning_stop	50	n/a	n/a	8
299.405	n/a	149702.5	boundary	boundary	n/a	n/a	8
