onset	duration	sample	value	event_code
0	n/a	0	9999	9999
4.372	n/a	2186	video_start	81
121.772	n/a	60886	video_stop	101
122.316	n/a	61158	break cnt	break cnt
151.58	n/a	75790	9999	9999
